ground_truth_id,true_name,country,rating,review_date,posting_hour,review_length,avg_word_length,exclamation_count,day_of_week
R00742,Sharon Wilson,GB,3,2022-02-20,3,188,5.39,0,Sunday
R00742,Sharon Wilson,GB,2,2023-10-27,8,117,5.12,0,Friday
R00742,Sharon Wilson,GB,3,2023-07-29,6,148,5.17,0,Saturday
R00743,Sarah Gonzalez,GB,3,2021-01-16,20,213,3.35,1,Saturday
R00743,Sarah Gonzalez,GB,5,2021-10-20,16,106,3.55,4,Wednesday
R00743,Sarah Gonzalez,GB,5,2023-07-02,16,253,3.26,2,Sunday
R00743,Sarah Gonzalez,GB,4,2021-05-12,23,129,3.61,1,Wednesday
R00743,Sarah Gonzalez,GB,4,2023-03-29,22,218,3.41,2,Wednesday
R00743,Sarah Gonzalez,GB,4,2024-05-23,17,235,3.46,1,Thursday
R00743,Sarah Gonzalez,GB,1,2022-05-21,15,112,3.82,0,Saturday
R00744,Dorothy Perez,GB,3,2024-03-11,4,71,4.64,0,Monday
R00744,Dorothy Perez,GB,3,2023-10-03,8,60,4.23,0,Tuesday
R00744,Dorothy Perez,GB,3,2023-08-01,7,86,4.13,1,Tuesday
R00744,Dorothy Perez,GB,3,2023-08-06,10,120,4.57,1,Sunday
R00744,Dorothy Perez,GB,3,2024-03-25,8,42,4.42,0,Monday
R00744,Dorothy Perez,GB,3,2021-03-22,2,115,4.82,1,Monday
R00744,Dorothy Perez,GB,3,2021-07-06,6,96,4.88,1,Tuesday
R00744,Dorothy Perez,GB,3,2022-08-13,5,105,5.03,0,Saturday
R00745,Michelle Robinson,US,5,2022-12-12,12,164,5.12,3,Monday
R00745,Michelle Robinson,US,5,2022-09-02,12,113,5.19,0,Friday
R00745,Michelle Robinson,US,3,2023-03-12,17,189,4.43,1,Sunday
R00745,Michelle Robinson,US,5,2024-06-09,14,147,4.57,1,Sunday
R00745,Michelle Robinson,US,3,2021-12-25,13,165,4.98,1,Saturday
R00745,Michelle Robinson,US,4,2023-05-01,14,224,4.85,0,Monday
R00745,Michelle Robinson,US,5,2022-05-26,15,244,4.18,1,Thursday
R00745,Michelle Robinson,US,3,2022-01-03,14,213,4.9,3,Monday
R00745,Michelle Robinson,US,4,2024-06-19,13,203,4.81,1,Wednesday
R00745,Michelle Robinson,US,4,2023-06-04,14,230,5.44,1,Sunday
R00745,Michelle Robinson,US,5,2023-07-27,12,153,4.97,0,Thursday
R00745,Michelle Robinson,US,4,2023-02-27,14,155,4.64,2,Monday
R00745,Michelle Robinson,US,4,2024-09-11,14,129,4.93,1,Wednesday
R00745,Michelle Robinson,US,3,2022-01-11,17,205,4.95,2,Tuesday
R00746,George Torres,SE,2,2021-07-15,13,86,5.13,3,Thursday
R00746,George Torres,SE,3,2023-03-17,14,76,5.25,0,Friday
R00746,George Torres,SE,1,2021-03-31,17,79,4.89,1,Wednesday
R00746,George Torres,SE,1,2022-05-06,11,89,5.16,2,Friday
R00746,George Torres,SE,3,2021-11-20,11,67,4.8,2,Saturday
R00746,George Torres,SE,1,2022-07-15,15,66,4.89,0,Friday
R00746,George Torres,SE,3,2024-07-10,11,66,5.23,2,Wednesday
R00747,Paul Jackson,GB,4,2021-05-17,8,190,3.94,4,Monday
R00747,Paul Jackson,GB,3,2022-03-21,11,146,3.34,1,Monday
R00747,Paul Jackson,GB,5,2023-10-08,8,176,4.01,1,Sunday
R00747,Paul Jackson,GB,5,2023-04-23,9,165,3.89,1,Sunday
R00747,Paul Jackson,GB,3,2024-02-07,10,146,3.5,1,Wednesday
R00747,Paul Jackson,GB,5,2021-09-06,8,178,3.79,1,Monday
R00747,Paul Jackson,GB,1,2023-01-26,9,151,3.86,3,Thursday
R00747,Paul Jackson,GB,5,2021-06-06,10,217,3.31,1,Sunday
R00747,Paul Jackson,GB,5,2021-08-04,8,132,3.61,0,Wednesday
R00748,Andrew Lee,NL,3,2023-04-20,10,20,5.86,2,Thursday
R00748,Andrew Lee,NL,4,2023-07-13,16,20,5.28,0,Thursday
R00748,Andrew Lee,NL,4,2021-12-04,9,20,5.54,1,Saturday
R00748,Andrew Lee,NL,4,2022-06-02,17,20,5.2,1,Thursday
R00748,Andrew Lee,NL,4,2022-03-01,15,20,5.97,1,Tuesday
R00748,Andrew Lee,NL,4,2023-11-03,13,20,5.23,0,Friday
R00748,Andrew Lee,NL,4,2021-04-02,11,20,5.0,2,Friday
R00749,Sandra Johnson,US,4,2021-05-30,23,54,5.71,1,Sunday
R00749,Sandra Johnson,US,4,2024-08-01,23,72,5.41,1,Thursday
R00749,Sandra Johnson,US,3,2023-08-04,21,63,5.13,1,Friday
R00749,Sandra Johnson,US,3,2023-02-20,16,58,4.43,1,Monday
R00749,Sandra Johnson,US,4,2022-12-05,19,70,5.41,2,Monday
R00749,Sandra Johnson,US,4,2023-03-29,22,92,5.75,1,Wednesday
R00749,Sandra Johnson,US,4,2022-02-03,23,63,4.63,1,Thursday
R00749,Sandra Johnson,US,3,2023-03-24,19,63,4.86,1,Friday
R00749,Sandra Johnson,US,4,2021-03-19,22,39,5.24,1,Friday
R00749,Sandra Johnson,US,3,2021-01-22,20,83,4.8,0,Friday
R00749,Sandra Johnson,US,4,2022-05-29,19,86,4.74,0,Sunday
R00750,Linda Rivera,IT,2,2021-10-07,16,101,4.09,2,Thursday
R00750,Linda Rivera,IT,2,2022-11-01,12,62,3.94,0,Tuesday
R00750,Linda Rivera,IT,1,2023-08-09,19,93,4.49,0,Wednesday
R00750,Linda Rivera,IT,2,2023-09-20,19,70,4.3,0,Wednesday
R00750,Linda Rivera,IT,1,2023-08-03,13,50,3.96,0,Thursday
R00750,Linda Rivera,IT,2,2021-05-20,18,98,3.84,1,Thursday
R00750,Linda Rivera,IT,1,2021-06-19,15,80,4.16,1,Saturday
R00750,Linda Rivera,IT,2,2024-01-29,11,50,4.2,1,Monday
R00750,Linda Rivera,IT,1,2024-09-07,20,106,4.28,0,Saturday
R00750,Linda Rivera,IT,2,2022-05-12,17,83,4.15,1,Thursday
R00751,Amanda Lewis,US,4,2021-10-15,19,482,3.4,1,Friday
R00751,Amanda Lewis,US,3,2023-08-23,22,124,3.79,1,Wednesday
R00751,Amanda Lewis,US,4,2022-07-26,19,581,3.86,1,Tuesday
R00751,Amanda Lewis,US,4,2021-11-27,20,514,4.12,0,Saturday
R00751,Amanda Lewis,US,3,2021-12-16,23,545,3.61,0,Thursday
R00751,Amanda Lewis,US,4,2021-02-06,23,365,3.27,0,Saturday
R00751,Amanda Lewis,US,4,2024-05-28,19,312,3.82,2,Tuesday
R00751,Amanda Lewis,US,3,2021-07-25,23,763,4.0,0,Sunday
R00751,Amanda Lewis,US,4,2021-12-29,21,603,3.36,3,Wednesday
R00751,Amanda Lewis,US,3,2022-08-26,10,340,3.93,1,Friday
R00751,Amanda Lewis,US,3,2021-09-12,15,353,3.4,0,Sunday
R00751,Amanda Lewis,US,3,2023-12-31,15,20,4.03,1,Sunday
R00751,Amanda Lewis,US,3,2023-03-12,13,447,4.22,0,Sunday
R00751,Amanda Lewis,US,3,2021-12-11,16,359,3.4,0,Saturday
R00752,Robert Nelson,GB,3,2021-01-23,9,59,5.32,1,Saturday
R00752,Robert Nelson,GB,5,2022-07-14,6,79,5.68,3,Thursday
R00752,Robert Nelson,GB,4,2021-11-11,9,59,5.66,0,Thursday
R00752,Robert Nelson,GB,4,2023-06-22,8,30,5.46,2,Thursday
R00752,Robert Nelson,GB,5,2023-01-04,9,66,4.89,1,Wednesday
R00752,Robert Nelson,GB,5,2021-12-31,11,33,5.89,2,Friday
R00752,Robert Nelson,GB,4,2022-03-20,4,53,5.32,1,Sunday
R00752,Robert Nelson,GB,5,2021-03-12,6,79,5.32,0,Friday
R00752,Robert Nelson,GB,5,2023-12-27,0,65,5.25,0,Wednesday
R00752,Robert Nelson,GB,5,2022-03-19,9,54,6.09,4,Saturday
R00752,Robert Nelson,GB,3,2023-06-25,10,86,5.55,3,Sunday
R00752,Robert Nelson,GB,5,2021-04-08,6,46,5.93,2,Thursday
R00753,Rebecca Green,GB,5,2023-12-07,15,103,5.01,1,Thursday
R00753,Rebecca Green,GB,3,2024-08-05,15,158,4.88,0,Monday
R00753,Rebecca Green,GB,3,2024-09-13,7,148,5.13,0,Friday
R00753,Rebecca Green,GB,5,2021-07-30,22,126,4.92,1,Friday
R00753,Rebecca Green,GB,5,2023-03-11,14,121,4.94,0,Saturday
R00753,Rebecca Green,GB,3,2022-09-24,20,174,4.53,0,Saturday
R00753,Rebecca Green,GB,3,2023-06-29,23,92,4.76,2,Thursday
R00753,Rebecca Green,GB,5,2021-04-18,15,186,4.81,0,Sunday
R00753,Rebecca Green,GB,3,2024-05-10,18,158,4.29,0,Friday
R00753,Rebecca Green,GB,3,2021-01-10,17,98,4.25,0,Sunday
R00753,Rebecca Green,GB,4,2021-04-10,16,123,4.84,3,Saturday
R00753,Rebecca Green,GB,2,2023-02-12,16,42,4.99,1,Sunday
R00753,Rebecca Green,GB,4,2022-02-18,23,167,4.96,2,Friday
R00753,Rebecca Green,GB,3,2022-05-27,19,139,4.85,0,Friday
R00753,Rebecca Green,GB,5,2023-02-07,18,144,4.41,0,Tuesday
R00753,Rebecca Green,GB,2,2022-05-04,21,163,4.1,0,Wednesday
R00753,Rebecca Green,GB,3,2022-02-14,22,169,4.54,2,Monday
R00753,Rebecca Green,GB,4,2021-07-07,18,132,4.41,2,Wednesday
R00753,Rebecca Green,GB,3,2021-02-02,18,103,4.9,0,Tuesday
R00753,Rebecca Green,GB,3,2023-05-14,20,147,4.34,0,Sunday
R00754,Mary Smith,US,2,2022-11-22,17,161,4.51,0,Tuesday
R00754,Mary Smith,US,4,2022-01-29,15,94,4.26,1,Saturday
R00754,Mary Smith,US,5,2021-05-10,15,149,5.08,1,Monday
R00754,Mary Smith,US,3,2022-03-28,17,160,3.97,0,Monday
R00754,Mary Smith,US,4,2021-07-17,18,221,3.94,1,Saturday
R00754,Mary Smith,US,2,2021-12-10,15,227,4.66,1,Friday
R00754,Mary Smith,US,4,2021-12-09,18,155,4.58,2,Thursday
R00754,Mary Smith,US,4,2021-04-01,14,87,4.43,1,Thursday
R00754,Mary Smith,US,2,2023-05-02,14,256,4.38,1,Tuesday
R00754,Mary Smith,US,3,2023-11-16,17,68,4.61,2,Thursday
R00754,Mary Smith,US,4,2021-08-09,18,240,4.31,0,Monday
R00754,Mary Smith,US,4,2022-11-01,15,196,4.83,0,Tuesday
R00754,Mary Smith,US,5,2022-10-23,16,106,4.8,0,Sunday
R00755,Kimberly Green,US,4,2022-01-24,23,75,5.81,0,Monday
R00755,Kimberly Green,US,5,2024-07-03,18,102,5.88,0,Wednesday
R00755,Kimberly Green,US,5,2022-03-01,19,129,5.21,0,Tuesday
R00755,Kimberly Green,US,4,2024-01-15,17,69,5.36,1,Monday
R00755,Kimberly Green,US,4,2023-03-21,21,162,5.78,0,Tuesday
R00755,Kimberly Green,US,4,2023-05-27,19,44,5.71,2,Saturday
R00755,Kimberly Green,US,4,2021-09-05,23,52,5.98,0,Sunday
R00755,Kimberly Green,US,5,2022-04-21,19,128,6.05,0,Thursday
R00755,Kimberly Green,US,5,2022-03-14,23,77,5.68,0,Monday
R00756,Michael Thompson,US,4,2022-10-25,19,250,4.98,0,Tuesday
R00756,Michael Thompson,US,4,2021-12-22,19,274,5.1,1,Wednesday
R00756,Michael Thompson,US,4,2021-01-31,12,237,4.47,1,Sunday
R00756,Michael Thompson,US,4,2023-04-04,14,244,4.93,0,Tuesday
R00756,Michael Thompson,US,4,2024-09-01,20,329,5.0,0,Sunday
R00756,Michael Thompson,US,3,2022-10-10,14,299,4.89,0,Monday
R00756,Michael Thompson,US,4,2021-01-25,14,241,4.7,2,Monday
R00756,Michael Thompson,US,3,2023-03-09,18,255,4.44,3,Thursday
R00756,Michael Thompson,US,3,2022-03-12,7,299,4.71,1,Saturday
R00756,Michael Thompson,US,3,2023-07-29,14,298,4.77,1,Saturday
R00756,Michael Thompson,US,3,2022-03-27,12,207,5.15,0,Sunday
R00756,Michael Thompson,US,3,2021-05-16,17,276,4.75,0,Sunday
R00756,Michael Thompson,US,3,2024-09-09,16,113,4.9,1,Monday
R00756,Michael Thompson,US,4,2022-07-25,18,243,4.89,0,Monday
R00756,Michael Thompson,US,4,2024-08-24,16,287,5.16,1,Saturday
R00756,Michael Thompson,US,3,2024-07-01,13,294,4.94,0,Monday
R00756,Michael Thompson,US,3,2023-01-26,20,190,4.94,0,Thursday
R00756,Michael Thompson,US,3,2021-03-31,9,277,4.98,2,Wednesday
R00757,Robert Wilson,GB,5,2023-04-22,16,162,4.03,0,Saturday
R00757,Robert Wilson,GB,5,2022-09-10,18,142,4.14,1,Saturday
R00757,Robert Wilson,GB,5,2024-05-11,17,160,4.28,1,Saturday
R00757,Robert Wilson,GB,5,2023-10-21,21,169,4.88,2,Saturday
R00757,Robert Wilson,GB,5,2021-07-28,16,291,4.05,3,Wednesday
R00757,Robert Wilson,GB,5,2024-01-04,16,201,4.36,1,Thursday
R00757,Robert Wilson,GB,5,2024-03-11,19,130,4.55,3,Monday
R00757,Robert Wilson,GB,5,2021-12-18,15,214,3.9,2,Saturday
R00757,Robert Wilson,GB,5,2022-05-31,22,154,4.37,1,Tuesday
R00757,Robert Wilson,GB,5,2021-07-14,21,188,4.42,1,Wednesday
R00757,Robert Wilson,GB,5,2024-05-13,16,282,4.27,1,Monday
R00757,Robert Wilson,GB,4,2022-10-27,15,86,4.24,2,Thursday
R00757,Robert Wilson,GB,5,2024-07-16,17,228,4.32,2,Tuesday
R00757,Robert Wilson,GB,5,2023-03-07,20,243,4.58,1,Tuesday
R00757,Robert Wilson,GB,5,2021-09-30,13,288,4.71,3,Thursday
R00758,Lisa Lopez,GB,2,2024-07-25,14,166,4.64,0,Thursday
R00758,Lisa Lopez,GB,2,2022-10-14,7,237,4.6,0,Friday
R00758,Lisa Lopez,GB,2,2023-09-15,13,190,4.43,2,Friday
R00758,Lisa Lopez,GB,2,2021-05-19,16,146,4.08,1,Wednesday
R00758,Lisa Lopez,GB,2,2022-11-18,11,127,4.37,1,Friday
R00758,Lisa Lopez,GB,2,2021-02-06,10,146,4.46,0,Saturday
R00758,Lisa Lopez,GB,2,2024-05-31,16,159,4.62,1,Friday
R00758,Lisa Lopez,GB,2,2024-04-13,9,179,3.65,0,Saturday
R00758,Lisa Lopez,GB,2,2023-07-09,10,196,4.21,0,Sunday
R00759,Anthony Allen,US,5,2024-08-04,9,97,4.86,5,Sunday
R00759,Anthony Allen,US,5,2022-04-22,5,100,4.67,2,Friday
R00759,Anthony Allen,US,5,2023-10-29,3,135,4.79,2,Sunday
R00759,Anthony Allen,US,4,2024-04-18,6,71,4.65,4,Thursday
R00759,Anthony Allen,US,4,2021-01-28,7,65,5.02,2,Thursday
R00759,Anthony Allen,US,4,2022-04-22,8,35,4.94,2,Friday
R00759,Anthony Allen,US,5,2021-02-13,4,93,4.43,2,Saturday
R00759,Anthony Allen,US,4,2024-06-16,4,90,4.65,2,Sunday
R00759,Anthony Allen,US,5,2021-09-12,2,162,3.92,3,Sunday
R00759,Anthony Allen,US,5,2022-09-25,3,75,4.56,0,Sunday
R00759,Anthony Allen,US,3,2022-04-30,0,117,5.13,4,Saturday
R00759,Anthony Allen,US,5,2023-05-28,9,79,4.88,2,Sunday
R00759,Anthony Allen,US,5,2022-05-14,7,110,4.76,4,Saturday
R00759,Anthony Allen,US,5,2024-06-23,3,140,4.35,0,Sunday
R00759,Anthony Allen,US,5,2021-06-12,10,59,4.58,3,Saturday
R00759,Anthony Allen,US,5,2021-05-03,3,66,5.25,2,Monday
R00759,Anthony Allen,US,5,2021-10-09,0,110,4.49,0,Saturday
R00760,Nancy Young,US,4,2022-08-31,8,115,4.74,0,Wednesday
R00760,Nancy Young,US,5,2022-02-18,14,144,4.15,0,Friday
R00760,Nancy Young,US,4,2021-11-07,8,177,4.44,0,Sunday
R00760,Nancy Young,US,3,2023-02-09,11,59,4.28,1,Thursday
R00760,Nancy Young,US,5,2022-02-23,11,224,4.12,1,Wednesday
R00760,Nancy Young,US,5,2024-08-07,9,201,4.45,0,Wednesday
R00760,Nancy Young,US,5,2021-03-19,7,109,4.71,0,Friday
R00760,Nancy Young,US,5,2022-05-03,11,132,4.7,2,Tuesday
R00760,Nancy Young,US,4,2024-05-09,12,174,3.55,1,Thursday
R00761,Donald Mitchell,US,3,2022-11-05,11,1036,5.73,0,Saturday
R00761,Donald Mitchell,US,4,2021-10-02,8,1165,4.88,1,Saturday
R00761,Donald Mitchell,US,4,2022-07-24,10,1364,4.55,0,Sunday
R00761,Donald Mitchell,US,4,2022-10-13,5,607,5.16,2,Thursday
R00761,Donald Mitchell,US,3,2024-08-11,10,1254,5.17,0,Sunday
R00761,Donald Mitchell,US,3,2021-03-23,14,840,5.56,0,Tuesday
R00761,Donald Mitchell,US,4,2023-12-03,10,218,5.61,0,Sunday
R00761,Donald Mitchell,US,3,2023-04-30,6,1176,5.19,3,Sunday
R00761,Donald Mitchell,US,4,2024-08-20,7,1158,5.05,0,Tuesday
R00761,Donald Mitchell,US,4,2022-08-14,8,935,5.04,0,Sunday
R00762,Ronald Johnson,US,2,2022-04-15,5,46,5.42,0,Friday
R00762,Ronald Johnson,US,2,2022-11-10,10,188,4.82,0,Thursday
R00762,Ronald Johnson,US,2,2022-12-03,6,146,4.76,1,Saturday
R00762,Ronald Johnson,US,2,2022-05-12,11,268,5.04,1,Thursday
R00762,Ronald Johnson,US,2,2022-02-26,10,63,4.88,1,Saturday
R00762,Ronald Johnson,US,2,2024-01-10,6,129,5.04,1,Wednesday
R00762,Ronald Johnson,US,2,2021-04-21,11,88,5.79,0,Wednesday
R00762,Ronald Johnson,US,2,2022-05-24,7,110,5.22,1,Tuesday
R00762,Ronald Johnson,US,2,2022-04-01,13,173,4.87,1,Friday
R00762,Ronald Johnson,US,2,2024-05-30,7,155,5.38,1,Thursday
R00762,Ronald Johnson,US,2,2023-02-21,12,166,4.93,0,Tuesday
R00762,Ronald Johnson,US,2,2023-12-04,11,140,4.98,0,Monday
R00762,Ronald Johnson,US,2,2022-10-21,11,52,5.44,0,Friday
R00763,Barbara Lewis,US,5,2024-07-13,13,152,5.19,0,Saturday
R00763,Barbara Lewis,US,1,2021-01-13,15,79,5.15,0,Wednesday
R00763,Barbara Lewis,US,3,2021-05-13,15,151,4.4,0,Thursday
R00763,Barbara Lewis,US,5,2023-10-04,15,160,5.26,0,Wednesday
R00763,Barbara Lewis,US,2,2021-05-24,18,58,5.2,0,Monday
R00763,Barbara Lewis,US,3,2022-01-30,11,149,4.8,0,Sunday
R00764,Patricia Green,GB,1,2021-10-17,16,186,4.87,2,Sunday
R00764,Patricia Green,GB,3,2022-02-23,19,358,5.0,0,Wednesday
R00764,Patricia Green,GB,1,2021-09-15,12,370,5.62,0,Wednesday
R00764,Patricia Green,GB,3,2021-07-07,14,431,4.58,1,Wednesday
R00764,Patricia Green,GB,4,2021-12-22,17,212,4.89,0,Wednesday
R00764,Patricia Green,GB,5,2024-04-28,17,346,5.2,2,Sunday
R00764,Patricia Green,GB,3,2024-01-30,21,353,4.81,0,Tuesday
R00764,Patricia Green,GB,5,2022-02-23,20,298,5.3,1,Wednesday
R00764,Patricia Green,GB,2,2022-04-29,13,159,5.09,2,Friday
R00764,Patricia Green,GB,3,2023-11-06,17,251,5.62,1,Monday
R00764,Patricia Green,GB,4,2021-06-10,11,226,5.14,0,Thursday
R00764,Patricia Green,GB,5,2023-05-23,8,290,4.97,1,Tuesday
R00764,Patricia Green,GB,3,2023-08-15,13,298,5.07,0,Tuesday
R00765,Karen Hernandez,GB,4,2022-02-09,5,112,4.48,3,Wednesday
R00765,Karen Hernandez,GB,4,2022-05-17,13,54,4.94,2,Tuesday
R00765,Karen Hernandez,GB,3,2023-05-19,18,221,4.43,1,Friday
R00765,Karen Hernandez,GB,5,2021-12-28,11,214,5.0,0,Tuesday
R00765,Karen Hernandez,GB,2,2024-05-25,15,158,4.73,0,Saturday
R00765,Karen Hernandez,GB,5,2022-05-25,9,281,4.66,1,Wednesday
R00765,Karen Hernandez,GB,2,2022-09-13,10,147,4.5,0,Tuesday
R00765,Karen Hernandez,GB,4,2022-08-08,11,185,5.12,0,Monday
R00765,Karen Hernandez,GB,4,2024-03-26,10,147,4.97,0,Tuesday
R00765,Karen Hernandez,GB,4,2023-07-08,15,65,5.0,2,Saturday
R00765,Karen Hernandez,GB,5,2024-07-25,10,215,4.26,1,Thursday
R00765,Karen Hernandez,GB,4,2022-02-17,17,266,4.97,1,Thursday
R00765,Karen Hernandez,GB,5,2022-07-11,19,137,5.24,1,Monday
R00766,Sharon Walker,CA,3,2021-06-13,14,608,4.57,1,Sunday
R00766,Sharon Walker,CA,3,2023-01-07,17,744,4.51,0,Saturday
R00766,Sharon Walker,CA,3,2023-03-27,16,534,3.9,0,Monday
R00766,Sharon Walker,CA,4,2023-02-13,11,330,4.28,0,Monday
R00766,Sharon Walker,CA,3,2021-12-10,11,867,4.34,0,Friday
R00766,Sharon Walker,CA,3,2023-08-23,13,762,4.86,0,Wednesday
R00766,Sharon Walker,CA,4,2023-06-23,16,633,4.26,0,Friday
R00766,Sharon Walker,CA,4,2023-05-16,11,402,4.51,2,Tuesday
R00766,Sharon Walker,CA,3,2023-11-01,12,633,4.46,1,Wednesday
R00766,Sharon Walker,CA,4,2024-06-02,15,643,4.51,0,Sunday
R00766,Sharon Walker,CA,3,2023-06-07,14,321,4.82,0,Wednesday
R00766,Sharon Walker,CA,3,2021-11-16,13,534,4.54,0,Tuesday
R00766,Sharon Walker,CA,3,2023-09-15,17,503,4.39,0,Friday
R00766,Sharon Walker,CA,3,2021-02-10,16,341,4.51,0,Wednesday
R00767,Ronald Harris,US,3,2023-05-26,15,70,5.49,0,Friday
R00767,Ronald Harris,US,1,2021-06-20,13,70,4.71,0,Sunday
R00767,Ronald Harris,US,3,2022-09-07,14,71,4.84,0,Wednesday
R00767,Ronald Harris,US,3,2024-05-03,12,66,5.37,2,Friday
R00767,Ronald Harris,US,3,2024-01-06,10,57,5.93,0,Saturday
R00767,Ronald Harris,US,2,2021-11-09,10,98,5.52,2,Tuesday
R00767,Ronald Harris,US,3,2024-02-07,16,74,5.27,1,Wednesday
R00767,Ronald Harris,US,1,2021-12-26,14,55,5.11,1,Sunday
R00767,Ronald Harris,US,2,2022-06-11,14,28,5.29,1,Saturday
R00767,Ronald Harris,US,1,2023-02-19,11,90,4.88,0,Sunday
R00767,Ronald Harris,US,1,2023-08-08,12,76,5.39,1,Tuesday
R00767,Ronald Harris,US,1,2022-09-19,9,84,5.03,2,Monday
R00767,Ronald Harris,US,3,2023-07-18,15,61,5.58,3,Tuesday
R00768,Charles Harris,US,3,2024-02-26,9,193,4.55,3,Monday
R00768,Charles Harris,US,3,2024-05-26,12,132,4.76,0,Sunday
R00768,Charles Harris,US,4,2023-09-12,11,582,4.57,0,Tuesday
R00768,Charles Harris,US,5,2021-05-28,8,417,4.48,3,Friday
R00768,Charles Harris,US,5,2022-11-14,8,353,4.97,0,Monday
R00768,Charles Harris,US,3,2021-10-07,6,272,4.63,0,Thursday
R00768,Charles Harris,US,4,2023-08-20,10,284,4.5,1,Sunday
R00768,Charles Harris,US,2,2022-02-05,9,279,4.65,0,Saturday
R00768,Charles Harris,US,4,2021-11-13,6,442,4.61,1,Saturday
R00768,Charles Harris,US,5,2022-01-24,11,409,5.07,0,Monday
R00768,Charles Harris,US,4,2021-01-09,12,299,4.95,0,Saturday
R00768,Charles Harris,US,3,2021-01-27,11,377,4.02,0,Wednesday
R00768,Charles Harris,US,3,2023-10-23,7,505,4.71,0,Monday
R00768,Charles Harris,US,4,2023-02-06,14,389,4.72,0,Monday
R00768,Charles Harris,US,2,2023-10-04,4,301,5.05,1,Wednesday
R00769,Betty Clark,FR,1,2023-03-20,17,852,4.52,0,Monday
R00769,Betty Clark,FR,1,2023-02-04,15,655,4.9,1,Saturday
R00769,Betty Clark,FR,1,2023-02-26,15,309,5.41,1,Sunday
R00769,Betty Clark,FR,1,2023-09-30,15,594,5.29,1,Saturday
R00769,Betty Clark,FR,1,2022-09-23,12,362,5.31,2,Friday
R00770,Michelle Nguyen,US,4,2021-05-26,9,102,6.34,0,Wednesday
R00770,Michelle Nguyen,US,4,2023-04-18,10,113,6.11,0,Tuesday
R00770,Michelle Nguyen,US,4,2021-03-21,15,125,5.64,0,Sunday
R00770,Michelle Nguyen,US,4,2021-09-12,15,84,5.85,0,Sunday
R00770,Michelle Nguyen,US,4,2023-02-28,8,68,6.14,0,Tuesday
R00770,Michelle Nguyen,US,4,2024-03-04,11,112,6.13,2,Monday
R00770,Michelle Nguyen,US,4,2021-11-29,12,20,5.61,1,Monday
R00770,Michelle Nguyen,US,4,2022-02-02,12,93,5.76,0,Wednesday
R00770,Michelle Nguyen,US,3,2023-06-13,12,53,5.29,0,Tuesday
R00771,Thomas Campbell,SE,3,2022-12-15,9,169,4.77,2,Thursday
R00771,Thomas Campbell,SE,3,2023-11-10,8,124,5.05,1,Friday
R00771,Thomas Campbell,SE,3,2023-09-28,8,93,4.67,1,Thursday
R00771,Thomas Campbell,SE,3,2024-07-24,10,154,4.92,1,Wednesday
R00771,Thomas Campbell,SE,3,2023-01-25,9,75,5.24,1,Wednesday
R00771,Thomas Campbell,SE,3,2021-04-29,7,137,4.65,2,Thursday
R00771,Thomas Campbell,SE,2,2024-08-26,6,110,4.87,1,Monday
R00771,Thomas Campbell,SE,2,2023-03-01,5,201,4.69,0,Wednesday
R00771,Thomas Campbell,SE,3,2023-05-19,6,137,4.98,7,Friday
R00771,Thomas Campbell,SE,3,2022-05-21,9,185,4.74,0,Saturday
R00771,Thomas Campbell,SE,3,2022-05-12,8,45,4.92,4,Thursday
R00772,Steven Williams,US,3,2023-01-11,13,184,5.69,2,Wednesday
R00772,Steven Williams,US,3,2024-07-16,12,227,5.55,2,Tuesday
R00772,Steven Williams,US,4,2021-02-27,18,234,5.51,2,Saturday
R00772,Steven Williams,US,3,2024-08-14,15,244,5.2,0,Wednesday
R00772,Steven Williams,US,3,2021-10-30,15,312,5.4,2,Saturday
R00772,Steven Williams,US,3,2022-06-20,13,351,6.24,1,Monday
R00772,Steven Williams,US,3,2024-05-24,14,210,5.68,3,Friday
R00772,Steven Williams,US,3,2023-07-22,14,189,5.54,1,Saturday
R00772,Steven Williams,US,3,2021-10-29,17,300,5.6,3,Friday
R00772,Steven Williams,US,3,2022-06-05,12,197,5.86,3,Sunday
R00772,Steven Williams,US,3,2022-05-22,16,281,5.5,2,Sunday
R00772,Steven Williams,US,3,2024-05-18,13,129,5.59,0,Saturday
R00772,Steven Williams,US,4,2024-03-30,16,269,5.61,5,Saturday
R00772,Steven Williams,US,3,2021-11-27,16,211,5.31,3,Saturday
R00773,James Davis,GB,2,2021-07-09,15,900,5.29,0,Friday
R00773,James Davis,GB,2,2024-08-12,10,1006,5.31,1,Monday
R00773,James Davis,GB,2,2023-02-27,6,1583,5.2,0,Monday
R00773,James Davis,GB,1,2023-03-26,18,711,4.79,1,Sunday
R00773,James Davis,GB,2,2024-04-15,3,1189,5.73,0,Monday
R00773,James Davis,GB,3,2021-06-14,11,620,5.13,1,Monday
R00773,James Davis,GB,2,2023-11-28,20,1270,5.09,0,Tuesday
R00773,James Davis,GB,3,2022-01-22,12,687,5.8,2,Saturday
R00773,James Davis,GB,2,2023-05-17,11,1466,4.82,0,Wednesday
R00773,James Davis,GB,1,2021-12-06,13,919,4.99,0,Monday
R00773,James Davis,GB,1,2023-05-25,17,870,4.64,1,Thursday
R00773,James Davis,GB,1,2022-06-02,10,1112,5.29,0,Thursday
R00773,James Davis,GB,3,2022-09-11,8,1502,5.43,1,Sunday
